Title,Price,ISBN-10,Author,Format,Pages,Publisher,Language,Weight,Dimensions,Case pack,Availability
Si llevas un rat\xc3\xb3n a la escuela (If You Take a Mouse to School (Spanish edition)),17.99,60523409,"Laura Numeroff, Felicia Bond",Hardcover,32,"HarperCollins (July 1, 2003)",Spanish,16oz,"8"" x 9"" x 0.32""",40,InStock
Fourth-Grade Fuss,16.99,60523433,"Johanna Hurwitz, Andy Hammond",Hardcover,144,"HarperCollins (August 10, 2004)",English,8.96oz,"5.5"" x 8.25"" x 0.61""",48,InStock
A House for Birdie,6.99,60523530,"Stuart J. Murphy, Edward Miller",Paperback,40,"HarperCollins (February 17, 2004)",English,16oz,"10"" x 8""",100,InStock
Who Says Elephants Can't Dance? (Leading a Great Enterprise through Dramatic Change),16.99,60523808,Louis V. Gerstner,Paperback,304,"HarperCollins (December 16, 2003)",English,8oz,"5.31"" x 8"" x 0.68""",64,InStock
Call Me the Breeze (A Novel),13.95,60523891,Patrick McCabe,Paperback,352,"HarperCollins (November 9, 2004)",English,10.96oz,"5.31"" x 8"" x 0.79""",52,InStock
Hungry Ghost (A Novel),13.95,60523913,Keith Kachtick,Paperback,336,"HarperCollins (July 20, 2004)",English,14.24oz,"5.5"" x 8.62"" x 0.76""",36,InStock
Shabby Chic: Sumptuous Settings and Other Lovely Things,24.99,60523948,Rachel Ashwell,Paperback,194,"HarperCollins (January 27, 2015)",English,25.6oz,"8"" x 10""",22,InStock
How Ronald Reagan Changed My Life,15.99,60524006,Peter Robinson,Paperback,288,"HarperCollins (July 6, 2004)",English,10.64oz,"6"" x 9"" x 0.68""",28,InStock
"Reign of Iron (The Story of the First Battling Ironclads, the Monitor and the Merrimack)",16.99,60524049,James L. Nelson,Paperback,400,"HarperCollins (March 29, 2005)",English,14.08oz,"5.31"" x 8"" x 0.9""",48,InStock
My Life Among the Serial Killers (Inside the Minds of the World's Most Notorious Murderers),7.99,60524081,"Helen Morrison, Harold Goldberg",Paperback,304,"HarperCollins (January 25, 2005)",English,5.6oz,"4.19"" x 6.75"" x 0.77""",48,InStock
The Private Passion of Jackie Kennedy Onassis (Portrait of a Rider),44.95,60524111,Vicky Moon,Hardcover,240,"HarperCollins (April 12, 2005)",English,64.8oz,,10,InStock
Escaping the Delta (Robert Johnson and the Invention of the Blues),15.99,60524278,Elijah Wald,Paperback,368,"HarperCollins (December 14, 2004)",English,13.44oz,"6"" x 9"" x 0.92""",40,InStock
"Bound for Canaan (The Epic Story of the Underground Railroad, America's First Civil Rights Movement)",14.99,60524316,Fergus Bordewich,Paperback,592,"HarperCollins (January 10, 2006)",English,15.36oz,"5.31"" x 8"" x 0.95""",24,InStock
"So Many Enemies, So Little Time (An American Woman in All the Wrong Places)",14.99,006052443X,Elinor Burkett,Paperback,336,"HarperCollins (March 29, 2005)",English,12.96oz,"5.31"" x 8"" x 0.76""",26,InStock
A Thread Across the Ocean (The Heroic Story of the Transatlantic Cable),13.99,60524464,John Steele Gordon,Paperback,272,"HarperCollins (July 1, 2003)",English,8.13oz,"5.31"" x 8"" x 0.62""",64,InStock
"Speak Without Fear (A Total System for Becoming a Natural, Confident Communicator)",14.99,60524499,Ivy Naistadt,Paperback,224,"HarperCollins (March 15, 2005)",English,7.49oz,"5.31"" x 8"" x 0.5""",76,InStock
The Grave of God's Daughter (A Novel),14.99,006052507X,Brett Ellen Block,Paperback,304,"HarperCollins (April 12, 2005)",English,10.72oz,"5.31"" x 8"" x 0.69""",22,InStock
The Lightning Rule,13.95,60525088,Brett Ellen Block,Paperback,320,"HarperCollins (November 27, 2007)",English,12oz,"5.31"" x 8"" x 0.72""",42,InStock
Size 12 Is Not Fat (A Heather Wells Mystery),15.99,60525118,Meg Cabot,Paperback,368,"HarperCollins (December 27, 2005)",English,16oz,"5.31"" x 8"" x 0.83""",48,InStock
Size 14 Is Not Fat Either,14.99,60525126,Meg Cabot,Paperback,368,"HarperCollins (November 28, 2006)",English,9.76oz,"5.31"" x 8"" x 0.83""",52,InStock
Big Boned,15.99,60525134,Meg Cabot,Paperback,304,"HarperCollins (November 20, 2007)",English,16oz,"5.31"" x 8"" x 0.68""",48,InStock
Now May You Weep (A Novel),8.99,006052524X,Deborah Crombie,Paperback,416,"HarperCollins (September 28, 2004)",English,6.88oz,"4.19"" x 6.75"" x 1.04""",44,InStock
In a Dark House,8.99,60525266,Deborah Crombie,Paperback,384,"HarperCollins (December 27, 2005)",English,16oz,"4.19"" x 6.75"" x 0.96""",48,InStock
Water Like a Stone,8.99,60525282,Deborah Crombie,Paperback,416,"HarperCollins (December 26, 2007)",English,16oz,"4.19"" x 6.75"" x 1.04""",48,InStock
The Body in the Attic (A Faith Fairchild Mystery),8.99,60525312,Katherine Hall Page,Paperback,320,"HarperCollins (April 26, 2005)",English,16oz,"4.19"" x 6.75"" x 0.8""",48,InStock
The Body in the Snowdrift (A Faith Fairchild Mystery),8.99,60525320,Katherine Hall Page,Paperback,336,"HarperCollins (May 30, 2006)",English,16oz,"4.19"" x 6.75"" x 0.84""",48,InStock
"The Genius in the Design (Bernini, Borromini, and the Rivalry That Transformed Rome)",15.99,60525347,Jake Morrissey,Paperback,336,"HarperCollins (March 28, 2006)",English,11.2oz,"5.31"" x 8"" x 0.76""",56,InStock
Third Watch (Acorna's Children),7.99,60525436,"Anne McCaffrey, Elizabeth A. Scarborough",Paperback,304,"HarperCollins (July 29, 2008)",English,5.28oz,"4.19"" x 6.75"" x 0.76""",48,InStock
Bob Dylan: Behind the Shades Revisited,21.99,006052569X,Clinton Heylin,Paperback,816,"HarperCollins (April 29, 2003)",English,16oz,"6"" x 9.12"" x 1.65""",16,InStock
Burro Genius (A Memoir),15.99,60526130,Victor Villasenor,Paperback,352,"HarperCollins (September 20, 2005)",English,9.76oz,"5.31"" x 8"" x 0.79""",52,InStock
Ragman - reissue (And Other Cries of Faith),12.99,60526149,Walter Wangerin,Paperback,224,"HarperCollins (January 6, 2004)",English,8oz,"5.5"" x 8.5"" x 0.51""",40,InStock
"No Biting, Louise",17.89,60526289,"Margie Palatini, Matthew Reinhart",Hardcover,32,"HarperCollins (August 21, 2007)",English,13.36oz,"8.5"" x 11""",24,InStock
The Cheese,17.99,60526300,"Margie Palatini, Steve Johnson, Lou Fancher",Hardcover,32,"HarperCollins (April 24, 2007)",English,14.4oz,"8.75"" x 10.88""",40,InStock
Roxaboxen,7.99,60526335,"Alice McLerran, Barbara Cooney",Paperback,32,"HarperCollins (April 13, 2004)",English,4.99oz,"9.88"" x 8""",120,InStock
Get Some Love,14.99,60526483,Nina Foxx,Paperback,288,"HarperCollins (July 29, 2003)",English,7.36oz,"5.31"" x 8"" x 0.65""",30,InStock
Gunstories (Life-Changing Experiences with Guns),8.99,60526610,"S. Beth Atkin, S. Beth Atkin",Paperback,256,"HarperCollins (November 13, 2007)",English,8.96oz,"5.31"" x 8"" x 0.58""",28,InStock
I Love Trucks! Board Book,7.99,60526661,"Philemon Sturges, Shari Halpern",Board Book,34,"HarperCollins (March 18, 2003)",English,6.8oz,"5.88"" x 5""",60,InStock
The Berenstain Bears Go Back to School,15.99,60526734,"Jan Berenstain, Mike Berenstain, Stan Berenstain, Mike Berenstain",Hardcover,32,"HarperCollins (June 28, 2005)",English,13.76oz,"8.5"" x 11"" x 0.38""",40,InStock
Princess Lessons,15.99,60526777,"Meg Cabot, Chesley McLaren",Hardcover,144,"HarperCollins (March 25, 2003)",English,10.32oz,"5"" x 7.12"" x 0.65""",52,InStock
The Puppy Who Wanted a Boy,7.99,006052698X,"Jane Thayer, Lisa McCue",Paperback,32,"HarperCollins (September 27, 2005)",English,16oz,"8"" x 10.75""",110,InStock
Under the Big Top (A Season with the Circus),17.99,60527021,Bruce Feiler,Paperback,288,"HarperCollins (March 25, 2003)",English,16oz,"5.31"" x 8"" x 0.65""",60,InStock
Looking for Class (Days and Nights at Oxford and Cambridge),16.99,006052703X,Bruce Feiler,Paperback,352,"HarperCollins (June 3, 2003)",English,16oz,"5.31"" x 8"" x 0.79""",48,InStock
To Marry the Duke,6.99,60527048,Julianne MacLean,Paperback,384,"HarperCollins (May 27, 2003)",English,6.48oz,"4.19"" x 6.75"" x 0.96""",48,InStock
The Sensory-Sensitive Child (Practical Solutions for Out-of-Bounds Behavior),16.99,60527188,"Karen A. Smith, Karen R. Gouze",Paperback,304,"HarperCollins (May 3, 2005)",English,16oz,"5.31"" x 8"" x 0.68""",64,InStock
Judging Thomas (The Life and Times of Clarence Thomas),15.99,60527226,Ken Foskett,Paperback,368,"HarperCollins (April 26, 2005)",English,13.6oz,"5.31"" x 8"" x 0.83""",24,InStock
"An Innocent, a Broad",15.99,60527242,Ann Leary,Paperback,256,"HarperCollins (April 12, 2005)",English,7.6oz,"5.31"" x 8"" x 0.58""",68,InStock
Double Shot,7.99,60527307,Diane Mott Davidson,Paperback,400,"HarperCollins (August 30, 2005)",English,6.72oz,"4.19"" x 6.75"" x 1""",48,InStock
Dark Tort,8.99,60527323,Diane Mott Davidson,Paperback,464,"HarperCollins (June 26, 2007)",English,16oz,"4.19"" x 6.75"" x 1.16""",40,InStock
Sweet Revenge,7.99,006052734X,Diane Mott Davidson,Paperback,512,"HarperCollins (August 26, 2008)",English,8.48oz,"4.19"" x 6.75"" x 1.02""",48,InStock
Florida Poems,14.99,60527366,Campbell McGrath,Paperback,112,"HarperCollins (February 4, 2003)",English,16oz,"6.12"" x 9.25"" x 0.25""",40,InStock
In Your Arms Again,5.99,60527420,Kathryn Smith,Paperback,384,"HarperCollins (May 25, 2004)",English,6.64oz,"4.19"" x 6.75"" x 0.96""",48,InStock
The Velveteen Rabbit Board Book,6.99,60527463,"Margery Williams, Thea Kliros",Board Book,22,"HarperCollins (January 20, 2004)",English,6.48oz,"6"" x 6""",84,InStock
Pete's a Pizza Board Book,8.99,60527544,"William Steig, William Steig",Board Book,34,"HarperCollins (August 5, 2003)",English,16oz,"5"" x 5.88""",60,InStock
Families Like Mine (Children of Gay Parents Tell It Like It Is),16.99,60527587,Abigail Garner,Paperback,288,"HarperCollins (April 5, 2005)",English,8.64oz,"5.31"" x 8"" x 0.65""",64,InStock
How to Drive Your Sister Crazy,16.99,60527625,"Diane Z. Shore, Laura Rankin",Hardcover,48,"HarperCollins (October 21, 2008)",English,8.8oz,"6"" x 9"" x 0.38""",42,InStock
Loose Tooth,4.99,60527781,"Lola M. Schaefer, Sylvie Wickstrom",Paperback,32,"HarperCollins (April 5, 2005)",English,1.92oz,"5.5"" x 8.5"" x 0.12""",92,InStock
Ardor (A Novel of Enchantment),15.99,60527897,Lily Prior,Paperback,240,"HarperCollins (July 5, 2005)",English,7.52oz,"5.31"" x 8"" x 0.54""",80,InStock
Never Mind the Pollacks (A Rock and Roll Novel),12.99,60527919,Neal Pollack,Paperback,288,"HarperCollins (September 21, 2004)",English,10.56oz,"5.31"" x 8"" x 0.65""",64,InStock
Warrior of the Light (A Manual),15.99,60527986,Paulo Coelho,Paperback,160,"HarperCollins (March 30, 2004)",English,6.43oz,"5.31"" x 8"" x 0.35""",88,InStock
The Book of Dead Birds (A Novel),14.99,60528044,Gayle Brandeis,Paperback,256,"HarperCollins (April 22, 2004)",English,8.32oz,"5.31"" x 8"" x 0.58""",68,InStock
Hip: The History,16.99,60528184,John Leland,Paperback,432,"HarperCollins (August 2, 2005)",English,11.2oz,"5.31"" x 8"" x 0.97""",44,InStock
"Catfight (Rivalries Among Women--from Diets to Dating, from the Boardroom to the Delivery Room)",13.99,60528389,Leora Tanenbaum,Paperback,352,"HarperCollins (September 2, 2003)",English,11.52oz,"5.31"" x 8"" x 0.79""",18,InStock
Duke of Sin,6.99,60528400,Adele Ashworth,Paperback,384,"HarperCollins (October 26, 2004)",English,6.64oz,"4.19"" x 6.75"" x 0.96""",48,InStock
It Had to Be You (A Grace & Favor Mystery),8.99,60528443,Jill Churchill,Paperback,256,"HarperCollins (March 29, 2005)",English,16oz,"4.19"" x 6.75"" x 0.64""",48,InStock
The Accidental Florist,7.99,006052846X,Jill Churchill,Paperback,224,"HarperCollins (November 27, 2007)",English,3.84oz,"4.19"" x 6.75"" x 0.56""",48,InStock
Madame Tussaud (A Life in Wax),15.99,60528486,Kate Berridge,Paperback,368,"HarperCollins (August 14, 2007)",English,12.8oz,"5.31"" x 8"" x 0.83""",52,InStock
Jump at the Sun (A Novel),13.95,60528508,Kim McLarin,Paperback,320,"HarperCollins (July 31, 2007)",English,8.48oz,"5.31"" x 8"" x 0.72""",52,InStock
Abhorsen,10.99,60528737,Garth Nix,Paperback,528,"HarperCollins (January 20, 2004)",English,8.96oz,"4.19"" x 6.75"" x 1.32""",36,InStock
"Give Me a Break (How I Exposed Hucksters, Cheats, and Scam Artists and Became the Scourge of the Liberal Media...)",14.99,60529156,John Stossel,Paperback,320,"HarperCollins (January 25, 2005)",English,8oz,"5.31"" x 8"" x 0.72""",60,InStock
What to Expect at Preschool,3.99,60529202,"Heidi Murkoff, Laura Rader",Paperback,24,"HarperCollins (July 1, 2003)",English,2.96oz,"8"" x 8"" x 0.06""",180,InStock
Maybe You Never Cry Again,16.99,60529326,Bernie Mac,Paperback,304,"HarperCollins (October 12, 2004)",English,18.24oz,"6"" x 9"" x 0.71""",28,InStock
The River Road (A Novel),14.99,60529350,Karen Osborn,Paperback,288,"HarperCollins (August 14, 2003)",English,10.88oz,"5.31"" x 8"" x 0.65""",30,InStock
I Want a Hippopotamus for Christmas,17.99,60529423,"John Rox, Bruce Whatley",Hardcover,32,"HarperCollins (September 27, 2005)",English,16.64oz,"11"" x 10"" x 0.25""",30,InStock
"Invitation to Seduction, An",7.99,60529466,Lorraine Heath,Paperback,384,"HarperCollins (May 25, 2004)",English,8.32oz,"4.19"" x 6.75"" x 0.96""",48,InStock
As an Earl Desires,7.99,60529474,Lorraine Heath,Paperback,384,"HarperCollins (March 29, 2005)",English,6.56oz,"4.19"" x 6.75"" x 0.96""",48,InStock
Mavericks of the Sky (The First Daring Pilots of the U.S. Air Mail),15.99,60529504,"Barry Rosenberg, Catherine Macaulay",Paperback,368,"HarperCollins (February 20, 2007)",English,12.48oz,"5.31"" x 8"" x 0.83""",52,InStock
"The Big Bing (Black Holes of Time Management, Gaseous Executive Bodies, Exploding Careers, and Other Theories on the Origins of the Business Universe)",14.99,60529571,Stanley Bing,Paperback,368,"HarperCollins (January 3, 2006)",English,11.04oz,"5.31"" x 8"" x 0.84""",48,InStock
"Like Trees, Walking (A Novel)",15.99,60529601,Ravi Howard,Paperback,272,"HarperCollins (January 22, 2008)",English,16oz,"5.31"" x 8"" x 0.61""",72,InStock
Driving the King (A Novel),25.99,006052961X,Ravi Howard,Hardcover,336,"HarperCollins (January 6, 2015)",English,14.08oz,"5.5"" x 8.25"" x 1.09""",28,InStock
Everything Is Illuminated (A Novel),15.99,60529709,Jonathan Safran Foer,Paperback,288,"HarperCollins (April 1, 2003)",English,8.32oz,"5.3125"" x 8"" x 0.6486""",20,InStock
Crossing Over (One Woman's Escape from Amish Life),13.99,006052992X,"Ruth Irene Garrett, Rick Farrant",Paperback,208,"HarperCollins (January 7, 2003)",English,5.76oz,"5.31"" x 8"" x 0.47""",60,InStock
The Dark Pond,7.99,60529989,"Joseph Bruchac, Sally Wern Comport",Paperback,160,"HarperCollins (July 26, 2005)",English,4.8oz,"5.12"" x 7.62"" x 0.32""",108,InStock
The Grandmothers (Four Short Novels),16.99,60530111,Doris Lessing,Paperback,336,"HarperCollins (January 4, 2005)",English,16oz,"5.31"" x 8"" x 0.76""",60,InStock
"Story of General Dann and Mara's Daughter, Griot and the Snow Dog (A Novel)",13.95,60530138,Doris Lessing,Paperback,288,"HarperCollins (December 26, 2006)",English,7.68oz,"5.31"" x 8"" x 0.65""",68,InStock
The Twentieth Century (A People's History),16.99,60530340,Howard Zinn,Paperback,512,"HarperCollins (February 4, 2003)",English,13.76oz,"5.31"" x 8"" x 0.82""",32,InStock
But Come Ye Back (A Novel in Stories),13.95,60530375,Beth Lordan,Paperback,288,"HarperCollins (January 4, 2005)",English,9.92oz,"5.31"" x 8"" x 0.65""",22,InStock
The Kill Clause,8.99,60530391,Gregg Hurwitz,Paperback,576,"HarperCollins (August 31, 2004)",English,16oz,"4.19"" x 6.75"" x 1.15""",24,InStock
The Program (A Novel),8.99,60530413,Gregg Hurwitz,Paperback,464,"HarperCollins (August 30, 2005)",English,9.28oz,"4.19"" x 6.75"" x 1.16""",40,InStock
The Secret Symbols of the Dollar Bill (A Closer Look at the Hidden Magic and Meaning of the Money You Use Every Day),13.99,60530456,David Ovason,Paperback,208,"HarperCollins (November 30, 2004)",English,7.36oz,"5.31"" x 8"" x 0.47""",92,InStock
After the Dinosaurs (Mammoths and Fossil Mammals),4.99,60530553,"Charlotte Lewis Brown, Phil Wilson",Paperback,32,"HarperCollins (October 2, 2007)",English,2.32oz,"6"" x 9"" x 0.12""",92,InStock
Beyond the Dinosaurs (Monsters of the Air and Sea),4.99,60530588,"Charlotte Lewis Brown, Phil Wilson",Paperback,32,"HarperCollins (May 6, 2008)",English,2.24oz,"6"" x 9"" x 0.12""",92,InStock
Simpsons Comics Madness,15.99,60530618,Matt Groening,Paperback,160,"HarperCollins (April 1, 2003)",English,11.2oz,"6.62"" x 10.12""",48,InStock
On the Couch,10.95,60530790,Alisa Kwitney,Paperback,320,"HarperCollins (June 15, 2004)",English,8.88oz,"5.31"" x 8"" x 0.72""",60,InStock
The Graveyard Book,17.99,60530928,"Neil Gaiman, Dave McKean, Margaret Atwood",Hardcover,320,"HarperCollins (September 30, 2008)",English,14.08oz,"5.5"" x 8.25"" x 1.14""",28,InStock
One Hundred Years of Solitude,26.99,60531045,Gabriel Garcia Marquez,Hardcover,432,"HarperCollins (June 24, 2003)",English,21.04oz,"6.12"" x 9"" x 1.33""",20,InStock
Warped Passages (Unraveling the Mysteries of the Universe's Hidden Dimensions),17.99,60531096,Lisa Randall,Paperback,512,"HarperCollins (September 19, 2006)",English,15.52oz,"5.31"" x 8"" x 1.15""",36,InStock
Seasons in Basilicata (A Year in a Southern Italian Hill Village),15.99,60531118,David Yeadon,Paperback,480,"HarperCollins (July 5, 2005)",English,14.08oz,"5.31"" x 8"" x 1.09""",40,InStock
1812 (The War That Forged a Nation),16.99,60531134,Walter R. Borneman,Paperback,392,"HarperCollins (October 4, 2005)",English,10.45oz,"5.31"" x 8"" x 0.88""",48,InStock
"The Rescue Artist (A True Story of Art, Thieves, and the Hunt for a Missing Masterpiece)",14.99,60531185,Edward Dolnick,Paperback,336,"HarperCollins (June 27, 2006)",English,8.8oz,"5.31"" x 8"" x 0.72""",56,InStock
When He Was Wicked,7.99,60531231,Julia Quinn,Paperback,384,"HarperCollins (June 29, 2004)",English,6.96oz,"4.1875"" x 6.75"" x 0.96""",48,InStock
It's In His Kiss,7.99,006053124X,Julia Quinn,Paperback,384,"HarperCollins (June 28, 2005)",English,6.56oz,"4.1875"" x 6.75"" x 0.96""",48,InStock
Mighty Maddie,6.99,60531614,"Stuart J. Murphy, Bernice Lum",Paperback,40,"HarperCollins (September 21, 2004)",English,5.6oz,"10"" x 8""",100,InStock
Tally O'Malley,6.99,60531649,"Stuart J. Murphy, Cynthia Jabar",Paperback,40,"HarperCollins (September 14, 2004)",English,16oz,"10"" x 8""",100,InStock
More or Less,6.99,60531673,"Stuart J. Murphy, David T. Wenzel",Paperback,40,"HarperCollins (March 1, 2005)",English,5.92oz,"10"" x 8""",100,InStock
Polly's Pen Pal,5.99,60531703,"Stuart J. Murphy, Remy Simard",Paperback,40,"HarperCollins (March 1, 2005)",English,5.76oz,"10"" x 8""",100,InStock
Airborn,18.99,60531800,Kenneth Oppel,Hardcover,368,"HarperCollins (May 11, 2004)",English,17.92oz,"6"" x 9"" x 1.17""",24,InStock
Pretty Good for a Girl (The Autobiography of a Snowboarding Pioneer),15.99,60532203,"Tina Basich, Kathleen Gasperini",Paperback,240,"HarperCollins (September 30, 2003)",English,12.8oz,"6"" x 9"" x 0.63""",44,InStock
BLACKBOX (A Novel in 840 Chapters),14.99,60532246,Nick Walker,Paperback,320,"HarperCollins (September 16, 2003)",English,12.48oz,"5.31"" x 8"" x 0.72""",28,InStock
Skybreaker,10.99,60532297,Kenneth Oppel,Paperback,560,"HarperCollins (January 2, 2007)",English,16oz,"4.19"" x 6.75"" x 1.12""",48,InStock
Brand-New Baby Blues,16.99,60532335,"Kathi Appelt, Kelly Murphy",Hardcover,32,"HarperCollins (December 29, 2009)",English,12.96oz,"9.5"" x 9""",40,InStock
Motherless Mothers (How Losing a Mother Shapes the Parent You Become),18.99,60532467,Hope Edelman,Paperback,448,"HarperCollins (May 8, 2007)",English,13.44oz,"5.31"" x 8"" x 1.01""",40,InStock
The Fight Is for Democracy (Winning the War of Ideas in America and the World),13.95,60532491,George Packer,Paperback,304,"HarperCollins (August 14, 2003)",English,9.41oz,"5.31"" x 8"" x 0.68""",52,InStock
Dead in 5 Heartbeats,8.99,006053253X,Sonny Barger,Paperback,304,"HarperCollins (July 27, 2004)",English,6.32oz,"4.19"" x 6.75"" x 0.76""",48,InStock
Freedom (Credos from the Road),16.99,60532564,Sonny Barger,Hardcover,224,"HarperCollins (June 14, 2005)",English,16oz,"5"" x 7.12"" x 0.81""",48,InStock
Unforgettable,6.5,60533072,Bette Ford,Paperback,416,"HarperCollins (November 25, 2003)",English,7.12oz,"4.19"" x 6.75"" x 1.04""",48,InStock
"Everlasting Love, An",6.5,60533080,Bette Ford,Paperback,352,"HarperCollins (March 1, 2005)",English,5.92oz,"4.19"" x 6.75"" x 0.88""",48,InStock
Biomimicry (Innovation Inspired by Nature),16.99,60533226,Janine M. Benyus,Paperback,320,"HarperCollins (September 17, 2002)",English,16oz,"5.31"" x 8"" x 0.72""",56,InStock
This Time Love,19.95,60533293,Elizabeth Lowell,Paperback,432,"HarperCollins (December 24, 2002)",English,18.24oz,"6"" x 9"" x 1.08""",14,InStock
Happy Yoga (7 Reasons Why There's Nothing to Worry About),16.99,60533390,Steve Ross,Paperback,272,"HarperCollins (November 11, 2003)",English,16.64oz,"7.38"" x 9.12"" x 0.68""",18,InStock
My Cold War (A Novel),14.99,60533412,Tom Piazza,Paperback,254,"HarperCollins (September 28, 2004)",English,11.04oz,"5.56"" x 8.69"" x 0.68""",48,InStock
The IRS Problem Solver (From Audits to Assessments--How to Solve Your Tax Problems and Keep the IRS Off Your Back Forever),15.99,60533455,Daniel J. Pilla,Paperback,320,"HarperCollins (December 23, 2003)",English,15.68oz,"7.38"" x 9.12"" x 0.8""",20,InStock
Lost Tribe (Jewish Fiction from the Edge),15.95,60533463,Paul Zakrzewski,Paperback,576,"HarperCollins (August 5, 2003)",English,16.4oz,"5.31"" x 8"" x 0.92""",32,InStock
Native Son (Abridged),16.99,006053348X,Richard Wright,Paperback,432,"HarperCollins (September 30, 2003)",English,11.39oz,"5.31"" x 8"" x 0.97""",40,InStock
Prayer - 10th Anniversary Edition (Finding the Heart's True Home),27.99,006053379X,Richard J. Foster,Paperback,544,"HarperCollins (December 24, 2002)",English,16oz,"6"" x 9"" x 1.09""",24,InStock
"The Secret Diary of Adrian Mole, Aged 13 3/4",9.99,60533994,Sue Townsend,Paperback,272,"HarperCollins (August 14, 2003)",English,5.76oz,"5"" x 7.12"" x 0.54""",68,InStock
Mr. Timothy (A Novel),14.99,60534222,Louis Bayard,Paperback,416,"HarperCollins (October 26, 2004)",English,11.44oz,"5.31"" x 8"" x 0.94""",44,InStock
To Rule the Waves (How the British Navy Shaped the Modern World),19.99,60534257,Arthur Herman,Paperback,688,"HarperCollins (October 25, 2005)",English,16oz,"5.31"" x 8"" x 1.1""",28,InStock
Wonder When You'll Miss Me (A Novel),12.99,60534265,Amanda Davis,Paperback,288,"HarperCollins (March 16, 2004)",English,9.92oz,"5.31"" x 8"" x 0.65""",22,InStock
Whose Hat Is It?,4.99,60534362,"Valeri Gorbachev, Valeri Gorbachev",Paperback,32,"HarperCollins (May 24, 2005)",English,2.32oz,"5.5"" x 8.5"" x 0.12""",92,InStock
All Shall Be Well,8.99,60534397,Deborah Crombie,Paperback,288,"HarperCollins (February 24, 2004)",English,5.12oz,"4.19"" x 6.75"" x 0.72""",48,InStock
The Get Rich Quick Club,6.99,60534427,Dan Gutman,Paperback,128,"HarperCollins (October 17, 2006)",English,16oz,"5.12"" x 7.62"" x 0.26""",132,InStock
